"Code","Name","Awaiting completion of assessment","Awaiting public funding","Awaiting further NHS non-acute care","Awaiting residential home placement or availability","Awaiting nursing home placement or availability","Awaiting care package in own home","Awaiting community equipment and adaptations","Patient or family choice","Disputes","Housing - Patients not covered by NHS and Community Care Act","Other","Total Delayed Transfers of Care","Period"
"511","Nottinghamshire","577","167","564","177","226","477","96","531","72","81",NA,"2968","November 2012"
"307","Oldham","0","0","32","2","0","0","0","8","30","0",NA,"72","November 2012"
"608","Oxfordshire","504","78","1273","139","398","437","56","466","1","84",NA,"3436","November 2012"
"624","Peterborough","138","0","59","0","53","9","1","150","0","30",NA,"440","November 2012"
"913","Plymouth","66","9","105","2","0","51","36","95","0","0",NA,"364","November 2012"
"811","Poole","1","0","78","61","0","13","0","58","0","0",NA,"211","November 2012"
"813","Portsmouth","7","21","14","21","7","22","14","7","0","0",NA,"113","November 2012"
"616","Reading","4","0","46","24","58","6","20","0","37","0",NA,"195","November 2012"
"732","Redbridge","143","2","57","123","27","5","37","33","1","0",NA,"428","November 2012"
"113","Redcar & Cleveland","83","14","241","23","23","37","0","126","3","0",NA,"550","November 2012"
"733","Richmond Upon Thames","44","0","105","18","64","24","28","24","0","0",NA,"307","November 2012"
"308","Rochdale","60","33","93","61","3","23","6","12","0","5",NA,"296","November 2012"
"206","Rotherham","84","11","0","47","35","10","3","132","0","0",NA,"322","November 2012"
"510","Rutland","31","0","5","1","21","13","0","13","0","0",NA,"84","November 2012"
"309","Salford","0","49","167","10","3","6","6","12","0","7",NA,"260","November 2012"
"409","Sandwell","151","25","13","99","65","122","2","144","12","77",NA,"710","November 2012"
"317","Sefton","0","0","149","0","27","10","3","196","0","7",NA,"392","November 2012"
"207","Sheffield","114","26","25","58","42","70","0","16","0","54",NA,"405","November 2012"
"417","Shropshire","68","45","114","115","193","182","46","81","0","41",NA,"885","November 2012"
"617","Slough","68","0","0","28","38","0","0","28","22","30",NA,"214","November 2012"
"410","Solihull","67","12","64","42","153","69","12","128","30","0",NA,"577","November 2012"
"905","Somerset","170","88","170","135","151","32","28","234","98","18",NA,"1124","November 2012"
"911","South Gloucestershire","80","54","39","2","171","81","24","104","0","0",NA,"555","November 2012"
"109","South Tyneside","4","30","105","22","115","13","13","11","0","0",NA,"313","November 2012"
"814","Southampton","61","40","137","23","11","99","276","191","20","0",NA,"858","November 2012"
"621","Southend","36","34","0","120","30","9","0","6","18","0",NA,"253","November 2012"
"710","Southwark","40","11","0","30","0","0","3","28","0","7",NA,"119","November 2012"
"318","St Helens","108","5","13","21","35","18","0","2","0","0",NA,"202","November 2012"
"413","Staffordshire","398","72","126","208","263","294","67","444","0","57",NA,"1929","November 2012"
"310","Stockport","8","60","44","60","36","2","4","330","0","4",NA,"548","November 2012"
"114","Stockton On Tees","55","18","35","0","21","0","0","7","12","7",NA,"155","November 2012"
"414","Stoke-On-Trent","30","7","14","0","15","65","14","306","0","10",NA,"461","November 2012"
"609","Suffolk","259","0","228","439","113","332","57","388","0","53",NA,"1869","November 2012"
"110","Sunderland","170","11","64","124","42","140","38","98","0","23",NA,"710","November 2012"
"805","Surrey","761","311","297","144","238","146","28","298","45","36",NA,"2304","November 2012"
"734","Sutton","23","9","64","44","12","27","25","100","0","58",NA,"362","November 2012"
"819","Swindon","53","49","79","90","102","37","18","78","7","0",NA,"513","November 2012"
"311","Tameside","0","0","36","30","0","19","0","0","30","0",NA,"115","November 2012"
"418","Telford & Wrekin","7","40","25","67","71","6","18","37","3","0",NA,"274","November 2012"
"622","Thurrock","122","0","21","17","0","3","0","55","30","0",NA,"248","November 2012"
"914","Torbay","0","1","38","0","0","0","0","17","0","0",NA,"56","November 2012"
"711","Tower Hamlets","48","30","47","48","2","3","8","83","0","68",NA,"337","November 2012"
"312","Trafford","84","0","49","65","84","72","19","31","5","0",NA,"409","November 2012"
"213","Wakefield","112","60","118","65","51","114","27","140","5","19",NA,"711","November 2012"
"411","Walsall","73","28","43","69","69","36","3","35","14","0",NA,"370","November 2012"
"735","Waltham Forest","50","0","63","95","43","2","8","41","2","1",NA,"305","November 2012"
"712","Wandsworth","33","0","31","27","0","16","2","8","0","0",NA,"117","November 2012"
"322","Warrington","41","0","29","0","0","4","0","8","0","59",NA,"141","November 2012"
"404","Warwickshire","379","5","249","259","277","83","41","240","0","0",NA,"1533","November 2012"
"615","West Berkshire","40","0","158","67","338","65","7","0","27","0",NA,"702","November 2012"
"807","West Sussex","292","235","313","335","159","134","31","196","68","182",NA,"1945","November 2012"
"713","Westminster","37","52","56","213","25","0","3","2","0","69",NA,"457","November 2012"
"313","Wigan","43","0","85","0","7","0","0","49","0","165",NA,"349","November 2012"
"817","Wiltshire","235","6","158","451","465","96","45","87","29","1",NA,"1573","November 2012"
"618","Windsor & Maidenhead","42","0","3","115","77","62","47","48","7","38",NA,"439","November 2012"
"319","Wirral","78","9","47","61","78","93","0","7","0","0",NA,"373","November 2012"
"619","Wokingham","35","0","148","0","33","32","0","0","16","0",NA,"264","November 2012"
"412","Wolverhampton","383","4","141","0","32","118","72","248","0","0",NA,"998","November 2012"
"416","Worcestershire","138","0","353","109","267","179","5","197","0","46",NA,"1294","November 2012"
"219","York","44","0","47","192","140","450","21","166","65","0",NA,"1125","November 2012"
"-","England","22135","5828","24111","12769","14331","12002","3020","16603","1481","4652",NA,"116932","November 2013"
"507","Derby","71","0","25","0","48","0","10","83","38","9",NA,"284","November 2013"
"506","Derbyshire","410","100","427","211","404","548","45","256","72","24",NA,"2497","November 2013"
"509","Leicester","208","30","298","151","212","57","33","31","0","14",NA,"1034","November 2013"
"508","Leicestershire","431","74","479","178","347","114","33","198","0","28",NA,"1882","November 2013"
"503","Lincolnshire","194","98","254","49","22","108","50","228","39","101",NA,"1143","November 2013"
"504","Northamptonshire","705","79","866","403","229","206","117","102","0","0",NA,"2707","November 2013"
"512","Nottingham","49","83","370","154","30","203","25","131","60","139",NA,"1244","November 2013"
"511","Nottinghamshire","517","74","501","205","43","539","13","340","57","117",NA,"2406","November 2013"
"510","Rutland","20","10","18","17","56","0","1","19","0","0",NA,"141","November 2013"
"00KB","Bedford","196","8","134","25","12","2","0","92","29","63",NA,"561","November 2013"
"623","Cambridgeshire","396","168","320","383","337","457","11","118","0","7",NA,"2197","November 2013"
"00KC","Central Bedfordshire","44","20","0","0","30","31","0","52","0","0",NA,"177","November 2013"
"620","Essex","614","259","578","257","336","110","54","433","0","0",NA,"2641","November 2013"
"606","Hertfordshire","522","97","395","510","497","477","78","447","41","88",NA,"3152","November 2013"
"611","Luton","110","17","40","30","0","0","0","91","22","0",NA,"310","November 2013"
"607","Norfolk","851","121","546","164","370","198","79","121","26","117",NA,"2593","November 2013"
"624","Peterborough","188","8","45","31","53","7","10","88","0","3",NA,"433","November 2013"
"621","Southend","0","3","60","120","0","3","1","20","0","0",NA,"207","November 2013"
"609","Suffolk","346","14","160","420","94","212","113","298","30","111",NA,"1798","November 2013"
"622","Thurrock","56","0","89","90","0","0","0","13","30","4",NA,"282","November 2013"
"716","Barking & Dagenham","28","0","85","0","28","0","1","17","0","15",NA,"174","November 2013"
"717","Barnet","86","101","120","67","0","1","37","64","0","11",NA,"487","November 2013"
"718","Bexley","135","0","37","60","20","0","0","143","0","7",NA,"402","November 2013"
"719","Brent","66","60","76","163","139","30","40","23","19","93",NA,"709","November 2013"
"720","Bromley","63","16","26","0","37","0","0","81","0","0",NA,"223","November 2013"
"702","Camden","6","11","51","103","12","19","0","0","30","0",NA,"232","November 2013"
"721","Croydon","57","119","106","79","14","2","30","13","4","42",NA,"466","November 2013"
"722","Ealing","195","150","161","60","61","44","17","118","30","53",NA,"889","November 2013"
"723","Enfield","219","11","23","51","14","4","12","86","6","2",NA,"428","November 2013"
"703","Greenwich","30","0","30","80","93","0","0","70","7","36",NA,"346","November 2013"
"704","Hackney","139","22","59","92","41","41","21","28","0","0",NA,"443","November 2013"
"705","Hammersmith & Fulham","167","0","25","44","66","10","0","7","0","30",NA,"349","November 2013"
"724","Haringey","302","30","102","47","24","0","37","23","0","27",NA,"592","November 2013"
"725","Harrow","35","62","56","111","52","20","0","11","45","43",NA,"435","November 2013"
"726","Havering","26","0","115","0","86","6","4","16","0","0",NA,"253","November 2013"
"727","Hillingdon","102","3","96","65","50","35","0","0","0","11",NA,"362","November 2013"
"728","Hounslow","41","100","75","68","115","17","0","47","0","52",NA,"515","November 2013"
"706","Islington","0","5","86","39","18","2","0","89","0","0",NA,"239","November 2013"
"707","Kensington & Chelsea","48","0","149","53","64","0","1","20","28","0",NA,"363","November 2013"
"729","Kingston Upon Thames","0","0","139","30","0","1","11","0","0","23",NA,"204","November 2013"
"708","Lambeth","133","26","104","79","136","51","71","179","30","103",NA,"912","November 2013"
"709","Lewisham","57","12","66","0","42","7","2","38","0","0",NA,"224","November 2013"
"730","Merton","0","0","98","22","29","5","0","4","0","0",NA,"158","November 2013"
"731","Newham","0","14","63","38","30","0","9","0","46","48",NA,"248","November 2013"
"732","Redbridge","131","38","193","47","26","10","40","19","0","0",NA,"504","November 2013"
"733","Richmond Upon Thames","32","0","158","30","21","11","10","0","6","69",NA,"337","November 2013"
"710","Southwark","0","14","62","47","1","0","0","90","7","0",NA,"221","November 2013"
"734","Sutton","104","22","17","7","0","45","2","101","0","47",NA,"345","November 2013"
"711","Tower Hamlets","14","21","91","49","30","8","17","79","0","5",NA,"314","November 2013"
"735","Waltham Forest","113","0","110","53","48","7","7","53","0","2",NA,"393","November 2013"
"712","Wandsworth","0","35","102","30","30","5","19","0","0","30",NA,"251","November 2013"
"713","Westminster","38","0","29","52","24","0","5","14","41","7",NA,"210","November 2013"
"117","Darlington","179","0","63","1","13","2","11","45","0","0",NA,"314","November 2013"
"116","Durham","712","29","106","39","149","80","71","164","0","12",NA,"1362","November 2013"
"106","Gateshead","18","3","100","0","28","15","0","42","0","5",NA,"211","November 2013"
"111","Hartlepool","83","0","15","4","3","0","5","72","0","17",NA,"199","November 2013"
"112","Middlesbrough","226","0","81","34","49","44","41","72","0","0",NA,"547","November 2013"
"107","Newcastle Upon Tyne","19","27","110","75","0","26","69","47","0","12",NA,"385","November 2013"
"108","North Tyneside","35","0","64","0","0","39","7","102","0","0",NA,"247","November 2013"
"104","Northumberland","26","0","26","150","0","30","0","97","0","0",NA,"329","November 2013"
"113","Redcar & Cleveland","148","0","109","26","10","64","48","28","3","35",NA,"471","November 2013"
"109","South Tyneside","11","0","0","30","55","11","3","0","0","13",NA,"123","November 2013"
"114","Stockton On Tees","37","19","34","0","17","0","0","37","0","0",NA,"144","November 2013"
"110","Sunderland","216","0","0","27","6","29","28","79","0","14",NA,"399","November 2013"
"324","Blackburn With Darwen","49","0","3","0","0","0","0","0","0","90",NA,"142","November 2013"
"325","Blackpool","78","0","66","0","9","43","1","22","0","55",NA,"274","November 2013"
"304","Bolton","39","0","99","0","30","0","0","63","0","0",NA,"231","November 2013"
"305","Bury","2","33","12","16","14","23","8","24","0","0",NA,"132","November 2013"
"00EQ","Cheshire East","105","144","178","45","158","36","48","231","17","0",NA,"962","November 2013"
"00EW","Cheshire West And Chester","50","53","83","54","88","91","29","159","0","17",NA,"624","November 2013"
"102","Cumbria","19","20","316","83","157","52","26","45","30","30",NA,"778","November 2013"
"321","Halton","38","0","43","0","0","4","6","39","0","27",NA,"157","November 2013"
"315","Knowsley","11","7","80","17","60","2","2","34","0","95",NA,"308","November 2013"
"323","Lancashire","423","293","277","235","101","176","34","583","40","529",NA,"2691","November 2013"
"316","Liverpool","43","0","99","38","151","94","10","313","30","15",NA,"793","November 2013"
"306","Manchester","150","30","70","93","55","84","35","41","15","148",NA,"721","November 2013"
"307","Oldham","5","0","55","60","5","0","6","20","19","0",NA,"170","November 2013"
"308","Rochdale","10","0","25","7","0","3","0","6","0","0",NA,"51","November 2013"
"309","Salford","0","0","457","0","0","10","0","9","0","0",NA,"476","November 2013"
"317","Sefton","4","28","56","10","113","29","29","210","0","0",NA,"479","November 2013"
"318","St Helens","0","39","62","0","0","49","0","45","0","63",NA,"258","November 2013"
"310","Stockport","7","2","42","0","30","8","4","190","5","4",NA,"292","November 2013"
"311","Tameside","0","30","13","0","33","13","39","14","0","28",NA,"170","November 2013"
"312","Trafford","44","0","45","36","148","41","0","39","13","0",NA,"366","November 2013"
"322","Warrington","82","47","29","0","80","30","0","133","0","0",NA,"401","November 2013"
"313","Wigan","24","0","37","0","55","55","7","15","0","113",NA,"306","November 2013"
"319","Wirral","6","66","48","21","38","3","3","4","24","0",NA,"213","November 2013"
"614","Bracknell Forest","47","23","85","0","43","34","0","0","0","0",NA,"232","November 2013"
"816","Brighton & Hove","0","0","145","87","18","47","0","109","0","0",NA,"406","November 2013"
"612","Buckinghamshire","110","27","124","66","182","89","21","38","0","23",NA,"680","November 2013"
"815","East Sussex","120","68","494","69","113","153","32","426","1","27",NA,"1503","November 2013"
"812","Hampshire","517","46","327","197","422","224","103","314","101","40",NA,"2291","November 2013"
"803","Isle of Wight","23","0","34","17","65","47","0","57","0","0",NA,"243","November 2013"
"820","Kent","150","72","544","298","169","137","86","924","53","70",NA,"2503","November 2013"
"821","Medway","21","24","50","54","19","0","0","59","0","28",NA,"255","November 2013"
"613","Milton Keynes","107","0","103","40","57","35","45","30","0","6",NA,"423","November 2013"
"608","Oxfordshire","541","0","952","385","275","1387","37","529","12","66",NA,"4184","November 2013"
"813","Portsmouth","34","10","9","47","22","7","7","40","0","0",NA,"176","November 2013"
"616","Reading","33","8","40","89","205","29","0","10","28","0",NA,"442","November 2013"
"617","Slough","74","17","27","30","43","0","9","54","0","5",NA,"259","November 2013"
"814","Southampton","153","3","104","39","107","83","13","512","27","11",NA,"1052","November 2013"
"805","Surrey","338","542","321","162","336","137","16","388","49","13",NA,"2302","November 2013"
"615","West Berkshire","18","70","115","149","130","205","0","12","31","7",NA,"737","November 2013"
"807","West Sussex","588","470","236","296","257","408","37","214","32","182",NA,"2720","November 2013"
"618","Windsor & Maidenhead","71","0","47","59","32","24","7","47","0","0",NA,"287","November 2013"
"619","Wokingham","52","0","45","10","40","64","0","1","24","0",NA,"236","November 2013"
"908","Bath & North East Somerset","23","24","42","16","95","25","15","74","0","14",NA,"328","November 2013"
"810","Bournemouth","12","0","25","33","79","27","11","41","0","0",NA,"228","November 2013"
"909","Bristol","1205","16","378","133","218","35","34","110","7","16",NA,"2152","November 2013"
"902","Cornwall","368","202","810","27","38","13","36","81","6","30",NA,"1611","November 2013"
"912","Devon","421","49","866","169","176","149","19","199","2","67",NA,"2117","November 2013"
"809","Dorset","190","42","182","532","122","181","7","46","0","125",NA,"1427","November 2013"
"904","Gloucestershire","34","0","165","38","516","181","12","84","0","0",NA,"1030","November 2013"
"910","North Somerset","319","0","245","15","91","109","15","21","0","29",NA,"844","November 2013"
"913","Plymouth","121","30","187","25","11","83","8","70","0","2",NA,"537","November 2013"
"811","Poole","0","0","79","9","3","74","0","93","0","0",NA,"258","November 2013"
"905","Somerset","92","81","479","96","244","28","18","292","0","121",NA,"1451","November 2013"
"911","South Gloucestershire","148","21","41","160","148","76","6","16","0","0",NA,"616","November 2013"
"819","Swindon","93","37","43","55","152","48","8","156","0","21",NA,"613","November 2013"
"914","Torbay","10","0","7","12","0","0","0","6","0","0",NA,"35","November 2013"
"817","Wiltshire","131","39","51","449","592","259","33","122","43","0",NA,"1719","November 2013"
"406","Birmingham","935","148","254","1041","705","362","160","808","14","284",NA,"4711","November 2013"
"407","Coventry","177","7","249","55","210","258","17","69","0","7",NA,"1049","November 2013"
"408","Dudley","152","15","4","40","26","99","4","107","0","0",NA,"447","November 2013"
"415","Herefordshire","0","0","17","27","65","59","8","73","0","47",NA,"296","November 2013"
"409","Sandwell","53","61","42","107","34","103","22","159","0","51",NA,"632","November 2013"
"417","Shropshire","1","35","37","84","8","11","6","86","0","5",NA,"273","November 2013"
"410","Solihull","55","0","16","81","95","24","14","141","0","0",NA,"426","November 2013"
"413","Staffordshire","412","30","173","240","214","271","60","296","0","123",NA,"1819","November 2013"
"414","Stoke-On-Trent","43","12","91","30","0","18","8","215","0","11",NA,"428","November 2013"
"418","Telford & Wrekin","34","5","0","0","1","7","9","68","0","0",NA,"124","November 2013"
"411","Walsall","53","68","52","30","46","13","25","17","0","24",NA,"328","November 2013"
"404","Warwickshire","140","23","135","246","277","86","86","155","0","45",NA,"1193","November 2013"
"412","Wolverhampton","93","6","85","34","37","58","8","97","0","1",NA,"419","November 2013"
"416","Worcestershire","274","18","684","158","408","151","6","37","0","28",NA,"1764","November 2013"
"204","Barnsley","0","0","9","0","0","0","0","0","0","0",NA,"9","November 2013"
"209","Bradford","79","62","124","0","159","0","0","49","0","0",NA,"473","November 2013"
"210","Calderdale","99","18","152","17","143","112","25","50","18","23",NA,"657","November 2013"
"205","Doncaster","45","39","38","45","37","19","46","127","0","0",NA,"396","November 2013"
"214","East Riding Of Yorkshire","273","45","43","65","26","20","4","141","0","0",NA,"617","November 2013"
"215","Kingston Upon Hull","483","39","32","27","0","0","43","105","0","20",NA,"749","November 2013"
"211","Kirklees","101","14","216","84","90","212","35","109","38","37",NA,"936","November 2013"
"212","Leeds","150","27","676","57","54","90","27","206","0","58",NA,"1345","November 2013"
"216","North East Lincolnshire","11","23","44","0","0","7","0","12","0","0",NA,"97","November 2013"
"217","North Lincolnshire","109","19","160","0","3","24","18","22","0","0",NA,"355","November 2013"
"218","North Yorkshire","183","85","300","64","55","90","57","101","5","14",NA,"954","November 2013"
"206","Rotherham","132","30","42","0","0","0","0","23","17","0",NA,"244","November 2013"
"207","Sheffield","559","20","1244","40","79","262","9","16","30","7",NA,"2266","November 2013"
"213","Wakefield","105","7","338","79","112","145","51","288","0","28",NA,"1153","November 2013"
"219","York","15","25","6","58","269","235","0","214","0","33",NA,"855","November 2013"
"-","England","27485","6053","25412","15418","20285","18018","3534","19779","1317","3648",NA,"140949","November 2014"
"507","Derby","140","37","33","30","23","72","8","158","0","14",NA,"515","November 2014"
"506","Derbyshire","113","20","82","93","162","205","72","365","2","8",NA,"1122","November 2014"
"509","Leicester","296","52","170","92","173","93","34","52","0","10",NA,"972","November 2014"
"508","Leicestershire","436","134","413","249","430","426","64","405","0","11",NA,"2568","November 2014"
"503","Lincolnshire","673","56","464","172","67","316","110","263","74","144",NA,"2339","November 2014"
"504","Northamptonshire","1673","58","1441","506","293","335","117","297","4","0",NA,"4724","November 2014"
"512","Nottingham","50","3","163","85","84","148","0","73","0","6",NA,"612","November 2014"
"511","Nottinghamshire","436","88","340","141","259","317","85","404","30","91",NA,"2191","November 2014"
"510","Rutland","53","2","5","0","9","63","1","14","0","0",NA,"147","November 2014"
"00KB","Bedford","49","6","6","83","14","14","7","72","0","0",NA,"251","November 2014"
"623","Cambridgeshire","596","90","729","403","443","818","69","197","0","9",NA,"3354","November 2014"
"00KC","Central Bedfordshire","246","21","73","13","43","50","25","57","0","0",NA,"528","November 2014"
"620","Essex","842","565","966","268","161","178","134","514","2","55",NA,"3685","November 2014"
"606","Hertfordshire","293","90","454","505","527","627","182","457","0","51",NA,"3186","November 2014"
"611","Luton","166","13","102","92","2","1","0","48","71","17",NA,"512","November 2014"
"607","Norfolk","1098","86","690","144","261","116","52","314","16","12",NA,"2789","November 2014"
"624","Peterborough","391","0","49","39","105","56","9","133","0","16",NA,"798","November 2014"
"621","Southend","78","56","105","84","0","0","2","87","0","0",NA,"412","November 2014"
"609","Suffolk","360","7","254","347","322","357","60","470","16","85",NA,"2278","November 2014"
"622","Thurrock","51","38","117","76","30","0","0","50","0","30",NA,"392","November 2014"
"716","Barking & Dagenham","21","30","19","77","19","0","1","0","0","0",NA,"167","November 2014"
"717","Barnet","115","59","129","163","104","11","17","104","0","0",NA,"702","November 2014"
"718","Bexley","133","0","64","42","1","108","0","157","0","4",NA,"509","November 2014"
"719","Brent","94","13","75","185","138","94","62","30","0","10",NA,"701","November 2014"
"720","Bromley","0","71","76","0","22","0","0","139","0","5",NA,"313","November 2014"
"702","Camden","45","0","105","168","86","16","0","53","0","0",NA,"473","November 2014"
"721","Croydon","11","48","61","76","89","17","0","47","0","2",NA,"351","November 2014"
"722","Ealing","137","62","69","185","220","52","17","227","37","161",NA,"1167","November 2014"
"723","Enfield","88","68","106","120","86","0","17","65","14","4",NA,"568","November 2014"
"703","Greenwich","7","0","46","5","21","0","0","74","0","0",NA,"153","November 2014"
"704","Hackney","91","52","133","208","104","32","0","16","0","7",NA,"643","November 2014"
"705","Hammersmith & Fulham","54","5","95","74","19","3","0","0","0","0",NA,"250","November 2014"
"724","Haringey","57","47","71","94","40","4","13","35","0","38",NA,"399","November 2014"
"725","Harrow","0","12","55","67","19","0","2","49","21","30",NA,"255","November 2014"
"726","Havering","41","40","38","63","22","17","5","7","0","0",NA,"233","November 2014"
"727","Hillingdon","59","0","38","276","90","12","0","2","30","0",NA,"507","November 2014"
"728","Hounslow","50","90","43","40","39","46","28","30","16","19",NA,"401","November 2014"
"706","Islington","46","26","54","72","15","9","7","53","0","5",NA,"287","November 2014"
"707","Kensington & Chelsea","24","30","98","110","32","28","0","0","19","12",NA,"353","November 2014"
"729","Kingston Upon Thames","26","83","116","99","74","6","17","28","7","48",NA,"504","November 2014"
"708","Lambeth","14","46","70","30","99","30","0","62","25","58",NA,"434","November 2014"
"709","Lewisham","94","0","107","24","7","0","0","58","7","30",NA,"327","November 2014"
"730","Merton","9","31","37","42","12","0","3","12","0","0",NA,"146","November 2014"
"731","Newham","155","120","136","130","60","28","9","40","0","7",NA,"685","November 2014"
"732","Redbridge","44","0","120","61","23","0","0","22","0","5",NA,"275","November 2014"
"733","Richmond Upon Thames","139","40","41","115","74","32","8","49","0","0",NA,"498","November 2014"
"710","Southwark","2","36","55","4","25","0","0","106","0","47",NA,"275","November 2014"
"734","Sutton","143","23","161","22","156","65","11","85","0","0",NA,"666","November 2014"
"711","Tower Hamlets","51","23","74","90","126","7","0","23","0","28",NA,"422","November 2014"
"735","Waltham Forest","146","55","136","151","55","0","18","21","0","19",NA,"601","November 2014"
"712","Wandsworth","0","0","248","0","5","2","0","28","0","0",NA,"283","November 2014"
"713","Westminster","97","10","78","91","30","0","0","0","0","0",NA,"306","November 2014"
"117","Darlington","177","0","39","39","33","21","21","102","0","0",NA,"432","November 2014"
"116","Durham","492","66","137","166","50","54","42","108","30","50",NA,"1195","November 2014"
"106","Gateshead","0","0","86","27","38","84","0","0","0","0",NA,"235","November 2014"
"111","Hartlepool","137","0","8","25","96","0","0","31","0","0",NA,"297","November 2014"
"112","Middlesbrough","118","10","115","10","5","22","19","45","2","0",NA,"346","November 2014"
"107","Newcastle Upon Tyne","18","0","139","30","11","100","29","312","0","11",NA,"650","November 2014"
"108","North Tyneside","30","0","17","0","0","44","0","35","50","13",NA,"189","November 2014"
"104","Northumberland","9","0","123","60","0","26","0","10","5","0",NA,"233","November 2014"
"113","Redcar & Cleveland","139","5","119","83","4","84","26","46","0","0",NA,"506","November 2014"
"109","South Tyneside","12","30","79","31","107","10","0","63","0","0",NA,"332","November 2014"
"114","Stockton On Tees","116","0","9","6","27","0","0","52","0","0",NA,"210","November 2014"
"110","Sunderland","78","30","0","30","37","13","7","48","7","0",NA,"250","November 2014"
"324","Blackburn With Darwen","34","19","27","13","30","5","0","160","3","20",NA,"311","November 2014"
"325","Blackpool","221","25","36","61","0","70","19","25","4","39",NA,"500","November 2014"
"304","Bolton","6","0","0","0","0","0","5","162","0","30",NA,"203","November 2014"
"305","Bury","0","5","23","36","0","43","13","16","0","0",NA,"136","November 2014"
"00EQ","Cheshire East","186","173","128","36","176","71","34","189","0","7",NA,"1000","November 2014"
"00EW","Cheshire West And Chester","80","79","119","58","226","156","18","160","1","4",NA,"901","November 2014"
"102","Cumbria","43","0","355","112","418","99","15","131","0","30",NA,"1203","November 2014"
